X,y
5.4881350392732475,11.390037916616405
7.151893663724195,19.681387133218863
6.027633760716439,16.00040928125202
5.448831829968968,10.549592202367972
4.236547993389047,13.567874371063816
6.458941130666561,19.939131178727568
4.375872112626925,13.297239423886614
8.917730007820797,21.93447534792729
9.636627605010293,21.950063769504645
3.8344151882577773,11.694941424506718
7.917250380826646,18.986772058120255
5.288949197529044,15.667263134587465
5.680445610939323,14.617663983502029
9.25596638292661,25.09319403028395
0.7103605819788694,2.488634249295977
0.8712929970154071,3.591378828922414
0.2021839744032572,0.5264599774497839
8.32619845547938,24.38723712651012
7.781567509498505,19.7077429591535
8.700121482468191,22.554282433059882
9.78618342232764,28.23175994993161
7.9915856421672355,17.2834459831332
4.6147936225293185,8.996014059351829
7.805291762864554,21.45202282347741
1.1827442586893322,0.6106138364950109
6.399210213275238,19.885267904486682
1.433532874090464,2.7565942237066654
9.446689170495839,22.12181330335808
5.218483217500717,16.892092096712563
4.146619399905235,13.327578082631936
2.64555612104627,10.349008223468815
7.742336894342166,21.167931552406188
4.5615033221654855,9.681306935304308
5.684339488686485,18.03097862791428
0.18789800436355142,-0.06626173099388222
6.176354970758771,17.04580021848972
6.120957227224214,17.196897003608033
6.169339968747569,15.113329735687254
9.437480785146242,24.821860703557768
6.818202991034834,18.88992082072014
3.59507900573786,9.740548576655907
4.3703195379934145,8.726997263815147
6.976311959272649,18.03725624659373
0.6022547162926983,4.158408584105807
6.667667154456677,15.280032166678962
6.706378696181594,16.46667765979864
2.103825610738409,4.389256923402747
1.289262976548533,6.9216848983300165
3.1542835092418384,9.230298287129468
3.637107709426226,9.907692946047787
5.701967704178797,12.715087111556361
4.386015134623204,12.043536219141643
9.883738380592263,23.360680630165906
1.0204481074802807,2.614781385249404
2.088767560948347,3.950226745613106
1.6130951788499626,5.385604537017906
6.531083254653984,17.48088976986484
2.532916025397821,5.915692552338562
4.663107728563062,12.449782746730946
2.4442559200160274,3.9245167825790572
1.5896958364551972,0.991724405726782
1.1037514116430513,3.638161931636702
6.563295894652734,16.74158672737689
1.381829513486138,4.724636657499557
1.965823616800535,9.680848591729221
3.687251706609641,11.107088240504929
8.209932298479352,18.699186295310064
0.9710127579306127,4.661564471018238
8.379449074988038,18.316807866447053
0.9609840789396307,1.4792909877196587
9.764594650133958,24.27500341468563
4.686512016477016,15.142965484491274
9.767610881903371,22.929517560661548
6.04845519745046,13.46826091630812
7.3926357939830165,18.284684436106676
0.39187792254320675,-0.3472617663661979
2.828069625764096,9.323445908623253
1.201965612131689,0.8450510136023759
2.9614019752214493,5.108567633231418
1.1872771895424405,2.092552884367233
3.1798317939397602,6.9535145834647905
4.1426299451467,14.215638970500722
0.6414749634878436,3.5025290225711307
6.924721193700199,17.48690546702088
5.666014542065751,11.714165317504042
2.653894909394454,8.32346322628923
5.232480534666997,11.080770641888362
0.9394051075844168,-0.7410294245941813
5.759464955561793,16.774721973609086
9.292961975762141,23.86629016325505
3.1856895245132364,9.805941458844728
6.674103799636817,17.322714804978084
1.3179786240439217,5.008607783915187
7.163272041185655,16.606128916363843
2.894060929472011,5.1666666401110986
1.8319136200711683,5.9429730867411745
5.865129348100831,13.056004041904394
0.20107546187493552,-0.8764109008130623
8.289400292173632,19.812435723399393
0.046954761925470656,0.1523452228637901
